id,name,artist,artist id,popularity,danceability,energy level,playlist sources,playlist occurances
1eItY0Aesi3PVzxsV8S8Ze,Ensammast i världen,Hov1,68dW5BU6sdVNf099EylxEt,50,,,['This Is Hov1'],1
1eQbty3NNMMmGiFFEwdxjV,Magaluf,Orup,6fJM13619LsYtyPqHvsf6A,39,,,['Sommarhits Retro'],1
1eTzpi9qF2KjgtxCpKgoXS,1 till,Broiler,3836OTICMPjhTMMcpPw4EC,22,,,[':)'],1
1eaX4YyBMZCHMqz5kZvzBh,Canelo,Arre,0zthfMGI89IDEklrlkytLP,36,,,['100'],1
1ecJdAizaDklfgCVtEUQsG,Vill ha dig,Freestyle,7fGejcqwbdfn47UP7NcdUt,53,,,['Svenska Favoriter'],1
1f12vrnCzIvlJ4zyCDTYvp,Stille Sjø,Ole-Bjørn Talstad,1RRY8KBuZYuhAAJRgdDlP9,61,,,['Peaceful Piano'],1
1fAeFPXsX08Ovnn9iV1x27,Halfway To Hell,Jelly Roll,19k8AgwwTSxeaxkOuCQEJs,73,,,['Hot Country'],1
1fgeb3eEwjdFDOa5OmeEUH,Your White Noise,BCCF,3nom2q4wk6XDl2RN6xTs5f,62,,,['White Noise Baby Sleep'],1
1fpbRrVuyJSuLK9vHp87Ax,Blod svett & tårar,Simon Superti,6NEj7qdWpQXSeiST36X7ES,39,,,"['New Music Friday Sweden', 'Aktuellt']",2
1ftJwEtMSy2G9BOsLdCPJt,Easy Does It,Besomage,4ivfOZMa6lNjfcfpubOg6q,51,,,['Club Hits 2024'],1
1g2D7SpGbRPPXKLCly1mPc,Desire,Joel Corry,6DgP9otnZw5z6daOntINxp,56,,,['Pepplåtar till träningspasset'],1
1gcESexgftSuLuML57Y69q,All Right Now,Free,2e53aHBQdCMKWqHDuyJsjC,0,,,['Rock Classics'],1
1h54366McXSNcici2LAiZP,Smells Like Teen Spirit,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,66,,,['Gym Hits'],1
1hCo51EshXlxroXjvczKgB,Kissing In the Cold,Florrie,2fkmfYw1KeOiDLA6MHDwU8,52,,,"['Ny Pop', 'Life is good!', 'Aktuellt']",3
1hCohpxXi6GDJQ85PN70ma,Lady,Wayne Wade,3uL95h8ee6BKDraIK3FWLi,47,,,['Sommarhits Retro'],1
1hE4uBGIfigYTxG8egwMQd,Pure Ambience,Jon Derison,5vucpx7FKc7HDHdikz6R6Y,62,,,['Peaceful Meditation'],1
1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,Sean Kingston,6S0dmVVn4udvppDhZIWxCr,79,,,"['Sommarhits Retro', 'All Out 2000s']",2
1hR8BSuEqPCCZfv93zzzz9,Welcome To New York (Taylor's Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,74,,,['This Is Taylor Swift'],1
1hgINxfKQlJOikzd9skvC2,Boys Back Home,Dylan Marlowe,0ZZLr8EH3aNFzYpXtaTIax,72,,,['Hot Country'],1
1hjRhYpWyqDpPahmSlUTlc,Style (Taylor's Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,80,,,['This Is Taylor Swift'],1
1hrph1qE2yeclQUqzKT8HN,White Noise - Sleep Through the Night,Xella Machina,66uHiAJ1D3MCLQmX9xYJqI,67,,,['White Noise 10 Hours'],1
1i3G5HbGIHa7UHccW5kbpp,White Noise Cave,The Clear Mind,17poofi2R6BSgWBubaEbGs,66,,,"['White Noise 10 Hours', 'White Noise Baby Sleep']",2
1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,75,,,['Rock Classics'],1
1iDImQzAyl6Nm5tlyTUJVT,PRIPPS I LÅNGBURK,vem e du,2KBgumo8NAu59C5DwsTBUQ,35,,,['30 km/h'],1
1iUXBxsHTHuByOXz2AX7ZK,Alcohol,Flamingoz,4hwEhYAJJmsXyRkuhzQ0IL,25,,,['30 km/h'],1
1iUdrNKh0GaFuyHgVVDwfi,Trust Me,Pandora,3X8tqA34H3odz1gCCHxrzc,46,,,['90s Dance Party'],1
1iW01MpA3PwLW97dq1hHEH,Lean & $prite,Owen,0Q5gLNKbp5mpfEvquAaHCl,66,,,"['Sommarhits 2024', ':)', 'pov', '100']",4
1inWDL9tNecFhzv7nryX0t,Själ och hjärta,Lars Winnerbäck,33zLgL7tT1vg7eRpWYX5uI,43,,,['This Is Lars Winnerbäck'],1
1jJci4qxiYcOHhQR247rEU,Kids,MGMT,0SwO7SWeDHJijQ3XNS7xEE,79,,,['All Out 2000s'],1
1jJyGz6YQ4DxpuJOLtMpzd,Misstro,Molly Hammar,4mh3iy6yf2oZYSiy2fdccM,48,,,"['New Music Friday Sweden', 'Aktuellt', 'Lugnt & Skönt']",3
1jNIpsh1YfqUWNYmn6ajio,Expand,Eône,4kZXfTjEmv2pM1m4B5H1I7,65,,,['Sleep'],1
1jYu0gTLkWcQzP9UL9Shuv,Om sanningen ska fram (Vill du ligga med mig?),Eric Amarillo,5HxKKPj16v49acipUsZfQh,40,,,['Sommarhits Retro'],1
1jhbb8XmxDL5SsngpUx2fq,White Noise and the Snow,Citys Of Collides,12h32e6YMBk03yUo8tySbQ,56,,,['White Noise Baby Sleep'],1
1jpXMlIkeTcTRZW1nYnfIZ,The Rhythm of the Night,Alesso,4AVFqumd2ogHFlRbKIjp1t,40,,,['Club Hits 2024'],1
1jskS0QmpYtvf9yNcN9qzg,Konye,DJSM,13qjHQyFpjR48hBIbPrwMx,63,,,['Club Hits 2024'],1
1kQxuSynVq0OtpmnVjuf0g,BETONGEN (feat. 23),VC Barre,5QcMPl2wzC4KqivjfcyBIU,53,,,['100'],1
1kZiI82AcevKgv7RCUiG3l,Funk of Galáctico,SXID,3eTy7yvRHnpPKY4hNCfYYX,70,,,['phonk'],1
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,20,,,['Today’s Top Hits'],1
1kwHrBWAlucOE57lWugotk,Do It Better (feat. Zoe Wees),Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,62,,,['Life is good!'],1
1l0jSYco9U7MefePc0dce0,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,4IJczjB0fJ04gs4uvP0Fli,50,,,['pov'],1
1lDo24S34NvI1pAg7Oxldc,The Name Of The Game,ABBA,0LcJLqbBmaGUft1e9Mm8HV,0,,,['This Is ABBA'],1
1lSNa1Da5Q5OeNhjzgovSg,Leave Your Umbrella at Home,Billy Hicks Quartet,4ICOVaHa5cPigwgMb9opB5,48,,,['Jazz in the Background'],1
1lb0KfG9EyfSBsEifTUtXY,someday i'll get it,Alek Olsen,27sdgIaFiz55vkR68fBiy8,82,,,['pov'],1
1ls2PNiOHOxmSfHRyslgAl,Shiver,John Summit,7kNqXtgeIwFtelmRjWv205,76,,,['Club Hits 2024'],1
1lxnQq2RI4UXqXXegmiiVY,Helluva life,Hov1,68dW5BU6sdVNf099EylxEt,57,,,"['New Music Friday Sweden', ""It's Hits Sweden"", ':)', 'Ny Pop']",4
1m9TZ1dpYEQnczSsI6z9Ku,"Pure Imagination (from ""Wonka"")",Timothée Chalamet,6XowGYJnrtyso0fKDfK7xb,68,,,['pov'],1
1mCMRPk1BSqTAAq4mLn5Qx,White Noise for the Dreamers,Xella Machina,66uHiAJ1D3MCLQmX9xYJqI,64,,,['White Noise 10 Hours'],1
1mCsF9Tw4AkIZOjvZbZZdT,Break My Stride,Matthew Wilder,3bmFPbLMiLxtR9tFrTcKcP,73,,,['Classic Road Trip Songs'],1
1mKHZDWICROPP1gmOg1mn2,For A Moment,Haley Morrison,3OMlFyzbxE7bDYBg4GiwET,66,,,['Peaceful Piano'],1
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),P!nk,1KCSPY1glIKqW2TotWuXOR,84,,,['Songs to Sing in the Car'],1
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,Luke Combs,718COspgdWOnwOFpJHRZHS,83,,,['Country Top 50'],1
1mZaapzyBSRX5AThKRXVV6,Kostym & Sneakers,Reyn,0fyeRmbc7XdKio5Fm13LPB,50,,,['Ny Pop'],1
1mZrMMxn7NiWOHMOnbpJ3r,In Somnio,Zendium,4yi6Bu5q83ZFBlj3KH1CFV,67,,,"['White Noise 10 Hours', 'White Noise Baby Sleep']",2
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,86,,,['All Out 2000s'],1
1mnqraQ8oV8MX92rdOFLWW,1 Thing,Amerie,08rMCq2ek1YjdDBsCPVH2s,68,,,['pov'],1
1mqShE89njPhEE5HzxMOKU,Punch Drunk,Peter Jöback,3fA5zBQWEa0uzYo43SvXaj,42,,,['Aktuellt'],1
1mv4lh1rW1K6xhxhJmEezy,Music Sounds Better With You - Radio Edit,Stardust,2w7IutHv5g4e8LumrwtjWR,73,,,['90s Dance Party'],1
1nJVcX2FHJpdoWaG3BmaAq,Du lever bara en gång,Noice,1TVoFA7SMYs6AG3u83FP69,47,,,['Svenska Favoriter'],1
1nQRg9q9uwALGzouOX5OyQ,Radio Ga Ga - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,74,,,['All Out 80s'],1
1nSyBcZr8IS9wZcFyvqqE7,När vindarna viskar mitt namn,Roger Pontare,2eo54qMMNjVgFIxwhKfijG,49,,,['Svenska Favoriter'],1
1nbylsAVffpZelcPCeaNgA,Machine,Isaac And The Soul Company,2xvgiQmoknkwrQmSSOlvld,28,,,['Aktuellt'],1
1ngA3uuYGhKy42xrYEPnwQ,DIT ÄLVEN GÅR,Hooja,054fVwphDX8QB8Pm7IjRcL,53,,,['This Is Hooja'],1
1nk18tNMS3nNWutUXGicMb,Body,Alex Gaudino,7vb7VLDqpLTlAy1ctTMR5d,59,,,"['Club Hits 2024', 'Pepplåtar till träningspasset']",2
1nmZ8yqKkfooOuYvtFctDp,Heat Of The Moment,Asia,1bdytLV3FPjyhfrb6BhMej,69,,,['Classic Road Trip Songs'],1
1nqAl7yngUuHTqoRbmPoTj,Bara dårar rusar in,Håkan Hellström,3H7Ez7cwaYw4L3ELy4v3Lc,39,,,['This Is Håkan Hellström'],1
1nzucJgdbte8RptIORkiRM,Dumb,Lou Elliotte,03UTtO2Zq2GKk4gQRY9zq6,47,,,['Ny Pop'],1
1oIVUqdVUFouSa6xsSN5aM,Dansevise,Grethe Ingmann,74NZRc4VtnABmp3rP9e1Gs,32,,,['Eurovision Winners'],1
1oTHteQbmJw15rPxPVXUTv,Insane in the Brain,Cypress Hill,4P0dddbxPil35MNN9G2MEX,73,,,['All Out 90s'],1
1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,The Police,5NGO30tJxFlKixkPSgXcFE,77,,,['Rock Classics'],1
1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,33NVpKoXjItPwUJTMZIOiY,89,,,['Dinner with Friends'],1
1ofhfV90EnYhEr7Un2fWiv,Changes,2Pac,1ZwdS5xdxEREPySFridCfh,74,,,['All Out 90s'],1
1ookLlxiY7F4ArJehtu9IN,Mörkt - Bonus Track,Veronica Maggio,2OIWxN9xUhgUHkeUCWCaNs,49,,,['This Is Veronica Maggio'],1
1orVKbp6vqtfAPOmvRofVq,Rock'n Me,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,72,,,['Classic Road Trip Songs'],1
1p0RjMued7Tmm0o7CjzoHY,Våran sång (Sveriges Officiella VM-låt 2023),Miss Li,04HqRx07Bv9gh7rsrMTqs7,56,,,['This Is Miss Li'],1
1pJMjB0YfhC6f4OGFCnbwG,Kan inte säga nej,Veronica Maggio,2OIWxN9xUhgUHkeUCWCaNs,40,,,['This Is Veronica Maggio'],1
1pKDDWvQp4HiyEzsVuSHTT,Cloud White Noise,Lilly Almberg,6LiML5bva810pCMI3MGXif,65,,,['White Noise 10 Hours'],1
1pdckqLagXA7LFa5bhI8i4,Expectations,More than Jazz,6BLANsh44CPzD19TF0X0Et,58,,,['Jazz in the Background'],1
1puxV64QJkmRUhhXt4T9rD,MER & MER,Hooja,054fVwphDX8QB8Pm7IjRcL,59,,,['This Is Hooja'],1
1q6tAbdVAE0fov7zxuvsbB,Heartbreak,Hov1,68dW5BU6sdVNf099EylxEt,0,,,['This Is Hov1'],1
1qLHJiRgdNgJ3JB2cdM6sl,TSM,C.Gambino,6eWjyO1r0QlvsIuIIcgGxI,57,,,['100'],1
1qNDx2ajmcECC1mVzJl3oO,Into The Light,Vígi Seaghdh,1fuodmtnFQEX05Pbf3rPBm,69,,,['Sleep'],1
1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,3eskO5m0H4yiF64vRySBjr,79,,,['Rock Classics'],1
1qrvZZeUyb4a5knmgTM9v1,Other Side of The Moon,Valérie Valérie,5anUigfub4hjAuAgrZHS25,66,,,['Peaceful Piano'],1
1rHaObkGQTKVEczgDrbREy,Sun After Rain,Rama Fiore,4HbW8yezxZojUF2usZY366,58,,,['Peaceful Meditation'],1
1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,84,,,['Songs to Sing in the Car'],1
1rMfDvE2C8ne8UZj847rKM,Dancing Queen,ABBA,0LcJLqbBmaGUft1e9Mm8HV,62,,,['This Is ABBA'],1
1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,82,,,['Songs to Sing in the Car'],1
1rrV4ymf3Tp3xuLgB4zCRN,Fisherrr - Remix,Cash Cobain,2R0CFyeMDiRbfkhkIMbyl1,70,,,['RapCaviar'],1
1sM1cTedFQCsxzLIm5oJYb,White Noise Slumber,Jim Efforts,3Pri5xdT69DwpaSg2JJW2b,68,,,['White Noise 10 Hours'],1
1sY71Tu4tLAMNHejetl4TH,Showdown,Ely Eira,5IdqmiFiHkfWGSQcjdz41u,28,,,['New Music Friday Sweden'],1
1seMB2RucSdcDNR4ItkJWU,People Need Love,ABBA,0LcJLqbBmaGUft1e9Mm8HV,41,,,['This Is ABBA'],1
1ssBrm3EZb20Kb19roQIcy,Liar,Silia Kapsis,3tTnh7pp782ZdZADjqPOvC,67,,,['Eurovision 2024'],1
1ssaRxZU0QoRFIgrHEVDqr,Loving Me Lover,Amy Shark,2DORQjKJVYZMx9uu82UGtT,48,,,['Ny Pop'],1
1sxW6Pauxd9qCXrXOli0Xu,för oss,Rymdpojken,6EgpIGGBsDihJL6JucBT17,49,,,['Lugnt & Skönt'],1
1tN35VXKqqilry2wxZ9XQB,OTR (On The Road),Deso,1U3mO1k6m4lSlusDwdNOZZ,53,,,['100'],1
1tNJrcVe6gwLEiZCtprs1u,3 Nights,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,74,,,['Happy Hits!'],1
1tNLxWFOh4XBS2xnyVyaCQ,The Foolish Heart,Cara Myers Trio,3YKaVuPgMSkBr5r3zqxEdV,57,,,['Jazz in the Background'],1
1tQbix0w9433I779nmpEP4,Under The Willows,Swedish Red Elephant,6fT9phXpEYVm2zB0QzGqDJ,24,,,['New Music Friday Sweden'],1
1tUdd0dSQ5ij2XiqlWhlHX,Good Stuff,Griff,5RJFJWYgtgWktosLrUDzff,58,,,['Dinner with Friends'],1
1tkHHqMZaVoNtQvC32Om8X,PSYCHO CRUISE,ONIMXRU,3ysIyoivMDpeqLg0VMRPQw,68,,,['phonk'],1
1u2PALe54ded9KMIhb9chD,If you love me,Michael Schulte,21aa4pj9BvbFB2iT8kRpnq,50,,,['Lugnt & Skönt'],1
1uAqpDfjT4ODipqrMTBWgN,Feel This Way,Victoria Nadine,59ha4Qt5jtbrFQljKZrx8K,60,,,['Life is good!'],1
1uOIozoCIupXmj0dlIOSW5,Something Free,Aurora's Aria,3G4TjSBZdfsLwI6MGocARj,59,,,['Peaceful Meditation'],1
1uRflJrKJGWipohKmzOzlS,Sunset in Brooklyn,Arta Porting,6e2ZpZDumV9AabK9rxpIUg,51,,,['Jazz in the Background'],1
1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),JID,6U3ybJ9UHNKEdsH7ktGBZ7,86,,,['RapCaviar'],1
1ue71r2sNUvl4LSqvgVVcZ,Molitva - Serbian Version,Marija Šerifović,1TaKcFKO3X4wmPNcOVTJJ4,41,,,['Eurovision Winners'],1
1uxiaf3DUS4vpOqNGu4MzL,LA DURANGO,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,74,,,['New Music Friday Sweden'],1
1v2zyAJrChw5JnfafSkwkJ,Shiny Happy People,R.E.M.,4KWTAlx2RvbpseOGMEmROg,73,,,['All Out 90s'],1
1v7aZHBUwKxeCgmpe6fVUH,Caramelldansen,Alfons,5f5mH9BDkeyXmDbzevu38d,49,,,['30 km/h'],1
1vLPyotXnRlM2EJIHK16LW,Little Things,ABBA,0LcJLqbBmaGUft1e9Mm8HV,49,,,['This Is ABBA'],1
1vX1UZ8d4iwfxgeKyoOm4G,Det var då,Arvid Nero,3f0ldp5c4bOfR1zVcaFYew,46,,,['Lugnt & Skönt'],1
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,86,,,"['Life is good!', 'Happy Hits!', 'Songs to Sing in the Car']",3
1vcxF91pWs9uNwDROuiCPB,Savior,Rise Against,6Wr3hh341P84m3EI8qdn9O,78,,,['All Out 2000s'],1
1vwLrgMsd1sCPpXTzXxuBL,Notturno,Finja Seiden,4HgoiVnZ4T75NSjXygiOyH,66,,,['Peaceful Piano'],1
1vxw6aYJls2oq3gW0DujAo,Crazy,Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,79,,,['All Out 2000s'],1
1w0KiISRudPcNCW1SfGk7D,Förhoppningar och regnbågar,Håkan Hellström,3H7Ez7cwaYw4L3ELy4v3Lc,32,,,['This Is Håkan Hellström'],1
1w93tZUDJTl3sEj3qJekN0,Rosa Helikopter,Raggarligan,6uljULAp34CZrrwTVhImVH,43,,,['30 km/h'],1
1wAZQsmkq7lrW6Kt7ttTd6,Unspoken Love,Derek Hines Trio,1TDvHxM0O09OWCdW8PLBlY,51,,,['Jazz in the Background'],1
1wFFFzJ5EsKbBWZriAcubN,Family Matters,Drake,3TVXtAsR1Inumwj472S9r4,87,,,['RapCaviar'],1
1wLuHOmD8wRo15pkKBwLfA,Benevolent,Unwritten Skies,19f60nUZGFKTsf9mhvQbtl,56,,,['Peaceful Meditation'],1
1wUzoaQgii2QrgnqlcRPAC,Harmonious,Somnography,7jjmpyxSEBfFehyESBdMpM,65,,,['White Noise 10 Hours'],1
1wVuPmvt6AWvTL5W2GJnzZ,Talking to the Moon,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,83,,,['Songs to Sing in the Car'],1
1whkfFxtxHalsQt83YfUGH,The Other Side,Stephen Sanchez,5XKFrudbV4IiuE5WuTPRmT,66,,,['Ny Pop'],1
1wlctHlUetiWICWw0ZZViF,Serenity,Gjenklang,0tdUnUmJpBYAnf128MpI23,66,,,['Sleep'],1
1x075F39Q0zOhjPzPKgG8E,Baby By Me,50 Cent,3q7HBObVc0L8jNeTe5Gofh,80,,,['pov'],1
1xN7BpTAWnZkuSLOtRP6Qc,Euphoria - Single Version,Loreen,49aaHxvAJ0tCh0F15OnwIl,56,,,['Eurovision Winners'],1
1xNcBAoUw8Hz6LqK2jt4Ff,Call On Me - Radio Edit,Eric Prydz,5sm0jQ1mq0dusiLtDJ2b4R,61,,,['Sommarhits Retro'],1
1xPOjTk4A06ncKKiQ6hUOQ,GO HOME W U (WITH LAINEY WILSON),Keith Urban,0u2FHSq3ln94y5Q57xazwf,62,,,['Aktuellt'],1
1xUddpWyEuYl5T3mduKnOJ,Lady Killers II (Christoph Andersson Remix),G-Eazy,02kJSzxNuaWGqwubyUba0Z,70,,,['pov'],1
1xUj0IyCqDQuMFIBbEel3s,Isfahan,Gene Hart Trio,5iUzoJfVuTECa0aM3nCCCh,53,,,['Jazz in the Background'],1
1xfpESQg5gIB4nCoG022Wh,Älskling,Hov1,68dW5BU6sdVNf099EylxEt,49,,,['This Is Hov1'],1
1xsYj84j7hUDDnTTerGWlH,Dream On,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,6,,,['Rock Classics'],1
1xwAWUI6Dj0WGC3KiUPN0O,Vigilante Shit,Taylor Swift,06HL4z0CvFAxyc27GXpf02,75,,,['This Is Taylor Swift'],1
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,Beyoncé,6vWDO969PvNqNYHIOW5v0m,80,,,['Life is good!'],1
1y1SuEYBaUZqr6pkz0Z43c,The Wind,Goblin Quartet,0ceEvbf4gmN9my4kriQVfm,46,,,['Jazz in the Background'],1
1yWksddDl7c01kQBLMy4x0,Rewind It,Benjamin Ingrosso,7jEEE187pVG6InOxn03oA5,44,,,['This Is Benjamin Ingrosso'],1
1yfKakY4rvI17lk20ekuRA,Crocodile Tearz,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,81,,,['RapCaviar'],1
1ymzdmQYjO3ThdlToYZnTq,Adieux,Ludovico Einaudi,2uFUBdaVGtyMqckSeCl0Qj,72,,,['Peaceful Piano'],1
1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,The J. Geils Band,69Mj3u4FTUrpyeGNSIaU6F,72,,,['Classic Road Trip Songs'],1
1ytfbcVbSMHIgzijgt4z2e,BIBI PHONK BR,Bibi Babydoll,6R26kGib2ubbZJMh7kKVGV,74,,,['phonk'],1
1z4BtplYdzK2YDqSLJpnvd,Forever Yours,Meadow Park,3xgSoGgPQpQvOK5XOyoOAm,48,,,['Jazz in the Background'],1
1zOOl8f7qkjj0AmvlCfLyQ,The Drum,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,65,,,['Life is good!'],1
1zU8j1x3yi9xalMF96pzKp,Dear John (Taylor's Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,71,,,['This Is Taylor Swift'],1
1zYHFgm61lBrc5R3hvGSL6,Calm Mind - With melody,Helios Relaxing Space,0tenBmuzRDNG5Qn0a295jB,56,,,['Peaceful Meditation'],1
1zZLRpTzRTqPQ7G7uxYI9Y,Angeleyes,ABBA,0LcJLqbBmaGUft1e9Mm8HV,57,,,['This Is ABBA'],1
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,3TVXtAsR1Inumwj472S9r4,89,,,['Songs to Sing in the Car'],1
1zng9uqqXoPkmU05nsAlsw,Bed Of Roses,Bon Jovi,58lV9VcRSjABbAbfWS6skp,73,,,['All Out 90s'],1
20HXYoKXxJJDdih3IRsRLn,Rap Das Armas - Lucana Video Edit,Cidinho & Doca,2rwHPBK5IvPCDr0QjKlgQc,33,,,['Sommarhits Retro'],1
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,83,,,['Sommarhits Retro'],1
20I8RduZC2PWMWTDCZuuAN,Take Me Out,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,81,,,['All Out 2000s'],1
20OFwXhEXf12DzwXmaV7fj,Bad Moon Rising,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,0,,,['Rock Classics'],1
20eB0hhLoBykHXsnnyYhxE,Hädanefter,Veronica Maggio,2OIWxN9xUhgUHkeUCWCaNs,57,,,['This Is Veronica Maggio'],1
20fQ7eFPFaZo7MdYG0Z1Qo,Ferocious Beauty,The Boston Four,2vRbMto00LAZjdA2s227Sl,28,,,['Jazz in the Background'],1
20on25jryn53hWghthWWW3,Do It To It,ACRAZE,4pnp4w9g30yLfVIAFnZMRd,79,,,['Life is good!'],1
20uknEOwx3PpiGL2Es2vCg,Magical,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,58,,,['Lugnt & Skönt'],1
21G8HryJ6LWITBPNU9o2e1,Golden Moments,Benjamin Davies,1FQTVgIX9eb3eS8qK3vSiQ,62,,,['Jazz in the Background'],1
21H0pUV2uPIPcFnFhgTBjo,Woke Up in Love,Kygo,23fqKkggKUBHNkbKtXEls4,67,,,"['Life is good!', 'Happy Hits!']",2
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,246dkjvS1zLTtiykXe5h60,86,,,['Songs to Sing in the Car'],1
21m8TJMIs9PWCd6xPwzpCH,Jag kastar bort mitt liv,Veronica Maggio,2OIWxN9xUhgUHkeUCWCaNs,39,,,['This Is Veronica Maggio'],1
21qnJAMtzC6S5SESuqQLEK,Pump Up The Jam,Technotronic,2Cd98zHVdZeOCisc6Gi2sB,70,,,['90s Dance Party'],1
2245x0g1ft0HC7sf79zbYN,Lay All Your Love On Me,ABBA,0LcJLqbBmaGUft1e9Mm8HV,69,,,['This Is ABBA'],1
225xvV8r1yKMHErSWivnow,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,73,,,['All Out 90s'],1
22CreGLxXnyqg2ktUVZShT,Easy To Miss,MacKenzie Porter,6nXco5Q3cJJ0ZutnBOsSpq,64,,,['Hot Country'],1
22F3ejBpo8VAW1uI7mq32G,FUCKING RAGGARBIL,FLÄDERPOJKARNA,6kVG7vRsL7U7UuATIAyPtd,40,,,['30 km/h'],1
22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,82,,,['Songs to Sing in the Car'],1
22bPsP2jCgbLUvh82U0Z3M,The Way I Loved You (Taylor’s Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,77,,,['This Is Taylor Swift'],1
22dUzMFttcR3uU17NcOAIv,Desire (with Sam Smith),Calvin Harris,7CajNmpbOovFoOoasH2HaY,81,,,['Gym Hits'],1
22gcIJWHWYl06UG8J4bIqX,FREAKS (VIP MIX),PERZZONA,4WId87hZzznRDnqwQQLyeC,44,,,['30 km/h'],1
22jTdzsf7YHTnBja5IMwD0,White Altitude,Sky Travis,5IkHDfUNRiqyATjgbDHuGy,66,,,['White Noise 10 Hours'],1
22sLuJYcvZOSoLLRYev1s5,Material Girl,Madonna,6tbjWDEIzxoDsBA1FuhfPW,74,,,['All Out 80s'],1
235DE6cdtxUTydTlDTwEpb,DISTRAKTION,Ricky Rich,1gm1katIowFM22Ldqcw6DK,52,,,['100'],1
235lO0qJ7TO9lpDorTvegE,Cherry On Top,Ben Platt,6qGkLCMQkNGOJ079iEcC5k,58,,,['Dinner with Friends'],1
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,0PFtn5NtBbbUNbU9EAmIWF,85,,,"['All Out 80s', 'Rock Classics', 'Classic Road Trip Songs']",3
237t7ZswmEnZChpNZ0zscx,TONIGHT (Bad Boys: Ride Or Die) (feat. Becky G),Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,58,,,['New Music Friday Sweden'],1
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,Peggy Gou,2mLA48B366zkELXYx7hcDN,84,,,['Happy Hits!'],1
24N1h7w6arNjmwuUFk0lc4,To The Moon,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,70,,,"['Ny Pop', 'Life is good!']",2
24kNjskAjp7GBtP0MPEiC6,White Wedding - Pt. 1,Billy Idol,7lzordPuZEXxwt9aoVZYmG,72,,,['Rock Classics'],1
24ntSW3QVJzR79lHAAOTaY,Texas Sun,Khruangbin,2mVVjNmdjXZZDvhgQWiakk,75,,,['Dinner with Friends'],1
25FTMokYEbEWHEdss5JLZS,Teenage Dirtbag,Wheatus,4mYFgEjpQT4IKOrjOUKyXu,78,,,['All Out 2000s'],1
25U96XysftG3zS73eoTvNf,Boobs,Little Big,0pnd3MP2rxAzljR9AqXUJB,46,,,[':)'],1
