Unnamed: 0,id,name,artist,artist id,playlist source name,playlist id,popularity,danceability,energy
0,1EjIXKhNHI00ZLMRpS8iz8,The Code,Nemo,5Wg72TowYBWIcSo3K2r84N,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,74,0.542,0.77
1,5TswDbxMnxptgFTf6ZxvXQ,Rim Tim Tagi Dim,Baby Lasagna,1ncWEkB4AQh1rxC8ObpBoH,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,74,0.587,0.872
2,7n3Czk07KugPQOWuqCHDmF,Teresa & Maria,alyona alyona,2ic3GGGmkixOZP4qnakSA8,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,74,0.694,0.651
3,5N7IYups0hGrlVcvj0bmHG,Mon amour,Slimane,4OV6uYSnHxSYkjDYuBVBUz,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,74,0.523,0.36
4,2Ozw7k5CLtM5W9SomrOyjw,Hurricane,Eden Golan,2eqELzJhAS2EDZayMaMHk5,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,67,0.577,0.571
5,7qiEoVlFjb3KaytT2zgK1g,Doomsday Blue,Bambie Thug,6g3orasGcMPn0gwcE3JMAC,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,69,0.487,0.846
6,49R1F3rIdSzuPk7AcHi6d1,la noia,Angelina Mango,1A6HBLulvBFzNtlMb7b08f,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,80,0.68,0.871
7,2MiEtw8UquKvxOwu47oTMu,Jako,Ladaniva,6nt7tWnBx4NqnXKO6vEByU,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,64,0.43,0.744
8,5L8C1PZGCpZf8STcN79H5j,Unforgettable,Marcus & Martinus,3N4FiTxpPQRsrihmTMN349,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,75,0.602,0.851
9,2zhBeIoGEqISdQOu4HtQZc,Grito,iolanda,37VYsW0OfWchi5qpCDOv1b,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,61,0.39,0.476
10,4sDLQ5atDUHhbikD1UQ2mW,ZARI,Marina Satti,2W4apaxME2OLw8qqhZK7aJ,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,73,0.787,0.603
11,3BJ0uXKEz9fUxCbZle1rCE,Always on the run,ISAAK,4EsPdQD7LDT8meZpX0MX4p,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,70,0.64,0.636
12,6syLoIbMRXvCEr94FMVBHh,Fighter - Eurovision Version,TALI,6v6wot3YV1QnPry6mfrCLK,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,65,0.707,0.613
13,4ZBe9Plh2adT70U4PDxve1,Luktelk,Silvester Belt,2Tna85W7SvTboWMUSFilH6,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,70,0.761,0.953
14,1ssBrm3EZb20Kb19roQIcy,Liar,Silia Kapsis,3tTnh7pp782ZdZADjqPOvC,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,67,0.698,0.862
15,6lvDhgHLeC9wBOOVKGCfJi,Hollow,Dons,3DjJiiOy3bJ9JFn81mxbWS,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,62,0.438,0.429
16,3LDCaH8okEKDnLKEazmTDa,Ramonda,Teya Dora,5japL3H3OQvvJfhtsNh3eU,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,51,0.442,0.317
17,4GEmQTg7yfnfZoNhgpCg61,Dizzy,Olly Alexander (Years & Years),5vBSrE1xujD2FXYRarbAXc,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,69,0.622,0.718
18,4QWrK6lpr8rZ6sa8ymqMrq,No Rules!,Windows95Man,4iIv1KxAdDsqfwq5XjcgQm,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,67,0.493,0.949
19,3wdfbb4qfNmPHJRn8ILMHk,(nendest) narkootikumidest ei tea me (küll) midagi,5MIINUST,6acByqWJeuaM0TX5VoY6an,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,65,0.515,0.875
20,0XzSKAgVOdtMSfzYY0qtAb,Pedestal - Eurovision version,Aiko,4rNUXX8pX47dfwyD6KL2zP,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,65,0.495,0.761
21,5Ekw4o2ecrOCBF5rGB7KXs,Firefighter,Nutsa,28BY95cMOgoVJrJK9YLS7Z,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,64,0.603,0.92
22,4ypCNolz6aRYZPO3UOGp8Z,ZORRA,Nebulossa,58M2tktuW3ZTnZGTddqejF,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,71,0.707,0.653
23,5M2L5RqF8zRvFwPUrQ1tX6,Veronika,Raiven,5RBzgTi4eJswbWLigxtNkI,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,63,0.545,0.624
24,1QpWQMKfQ44QUN1dEg65T8,We Will Rave,Kaleen,6c2Y3AYl05QMPbLMCGag6P,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,70,0.579,0.911
25,4Fo5QwbxjpNKW191lHQhnm,Ulveham,Gåte,3YxkGgMvqCQA75aFpy6524,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,23,0.422,0.782
26,0uHrMbMv3c78398pIANDqR,Europapa,Joost,6s5ubAp65wXoTZefE01RNR,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,82,0.706,0.94
27,1A4pbfIyAuyZkIrRr4tK2X,Before The Party's Over,Mustii,3sHtPJJi41P65J7EGRG2r1,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,69,0.513,0.698
28,4IUMSDTVvUellFQ7RxI3kZ,The Tower,LUNA,0AZgkXW6n0zfyOhVAnIopA,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,68,0.578,0.873
29,79feeOJI7Rk8xwDdrOFsDO,SAND,SABA,2pyK1mU65l7VNGw2BZIjsW,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,64,0.568,0.863
30,3DlWvRuHXQ3iQicBauinOd,Loop,Sarah Bonnici,6qOSxtFkI6TBjXcWygwvzk,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,63,0.649,0.899
31,74mWVYv6xPilcalOxrQa5Y,One Milkali (One Blood),Electric Fields,06SobozDGSP0TMCYgMW0M5,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,62,0.689,0.871
32,6EwXG9cPjesjehN0kw30xs,Özünlə Apar,Fahree,0Fkjczl8PFJL6frgE8TRpB,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,63,0.437,0.84
33,669R9eowHoeQkrbnkUalI8,TiTAN,Besa,6Ou6egP0Y2KxEI2yobIN3y,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,62,0.611,0.672
34,6XIerJ9V7H9byQFRZiqyCv,11:11,Megara,4vFcywn3P1b0M4xFe61e23,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,61,0.515,0.933
35,5ViF3hsL0iwD7jhh5JB2Ip,In the Middle,Natalia Barbu,6dICPcKkYBBS4lW6TdxUQr,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,60,0.566,0.802
36,0Vsjlru86RuL55GX5LsnF3,Scared of Heights,Hera Björk,1OjcrzJpR5p38qPTskMPU5,Eurovision 2024,37i9dQZF1DWVCKO3xAlT1Q,59,0.616,0.791
37,2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Shaboozey,3y2cIKLjiOlp1Np37WiUdH,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,94,0.722,0.709
38,2MZjkieXlnbynYBBM6y0Uj,Forever,Loreen,49aaHxvAJ0tCh0F15OnwIl,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,59,0.5,0.907
39,29YN98sTVSpfYMpPzFXaGU,Välkommen ner,Bolaget,55ZGFvikpNjQHvtTWS5aZF,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,71,0.475,0.56
40,2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Artemas,0PCCGZ0wGLizHt2KZ7hhA2,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,100,0.599,0.946
41,1lxnQq2RI4UXqXXegmiiVY,Helluva life,Hov1,68dW5BU6sdVNf099EylxEt,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,57,0.442,0.75
42,0uHrMbMv3c78398pIANDqR,Europapa,Joost,6s5ubAp65wXoTZefE01RNR,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,82,0.706,0.94
43,2FImFbdIGJEnlftYDmwU6f,Hålla mig,Molly Sandén,0NRMzT05nsc8mTm4iUvuHY,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,69,0.682,0.673
44,1NpIUD4KqHaMT91kw0YV40,Honey Boy (feat. Nile Rodgers & Shenseea),Purple Disco Machine,2WBJQGf1bT1kxuoqziH5g4,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,73,0.724,0.8
45,7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),Post Malone,246dkjvS1zLTtiykXe5h60,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,86,0.638,0.855
46,0FAWHFKFtk9eUQK6gLxBkw,Maraton (feat. Eah Jé),Miss Li,04HqRx07Bv9gh7rsrMTqs7,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,68,0.666,0.694
47,4BliCq54T5TbxmaLdXJGEK,VEM FAN E DU?,Hooja,054fVwphDX8QB8Pm7IjRcL,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,73,0.744,0.863
48,2yWyVyZwv87UDeDqYyx9Dh,HEMSK,Sarettii,4kUfJdASJDMPLuo1t1N2zi,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,72,0.711,0.704
49,2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,99,0.701,0.76
50,3HMY0r2BAdpasXMY8rseR0,Too Sweet,Hozier,2FXC3k01G6Gw61bmprjgqS,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,87,0.741,0.62
51,41ioFOtkaKOuvZbqzliDLT,Okej att dö,Miriam Bryant,2zd9YxlsQvA5mkZ1NarYVQ,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,63,0.53,0.801
52,4QfikoJtCEiOj7G5R9m3sP,For Life (feat. Nile Rodgers),Kygo,23fqKkggKUBHNkbKtXEls4,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,81,0.571,0.791
53,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,3bO19AOone0ubCsfDXDtYt,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,75,0.635,0.601
54,4kqkGUxHHAqJMtpsHMvLTQ,Que Sera,Medina,3HbP7OfT7PCV0BrR0ReUkC,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,71,0.554,0.86
55,7E1kK0D0goo85p02ZAoa8Y,Better Days,Benjamin Ingrosso,7jEEE187pVG6InOxn03oA5,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,69,0.546,0.916
56,2Yx3zbKVkim7W19MWm06Up,EN GÅNG TILL,Hooja,054fVwphDX8QB8Pm7IjRcL,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,53,0.649,0.617
57,3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,22wbnEMDvgVIAGdFeek6ET,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,96,0.472,0.471
58,280G0XDQF9nF16J2y9cVRl,Alla vill (feat. estraden),A36,4QcudLddRQCbX8wrs6i2Gt,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,59,0.664,0.706
59,7b6sWLSnbZhSIeqNGrJ4py,These Walls,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,82,0.731,0.725
60,1EjIXKhNHI00ZLMRpS8iz8,The Code,Nemo,5Wg72TowYBWIcSo3K2r84N,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,74,0.542,0.77
61,4Mc0gNriyRRS1GpenqF2TL,Underbart,Newkid,5wXRHaEx8AvtUv0gyZHGf6,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,49,0.558,0.726
62,2uqYupMHANxnwgeiXTZXzd,Austin,Dasha,7Ez6lTtSMjMf2YSYpukP1I,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,63,0.756,0.672
63,6jKS9VFA67W04l9YkDSUFf,Jag önskar jag brydde mig mer,Hov1,68dW5BU6sdVNf099EylxEt,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,68,0.581,0.788
64,46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,90,0.645,0.646
65,2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),Taylor Swift,06HL4z0CvFAxyc27GXpf02,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,96,0.504,0.386
66,331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,88,0.681,0.714
67,7qoxdajngC0j9VXrcnephA,Before You Leave Me,Alex Warren,0fTSzq9jAh4c36UVb4V7CB,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,85,0.702,0.84
68,2kiC5fopiYY3YbpZvZE3Pf,DECIBEL,Mohelá,4EukF0aMNL8Cc5kUSNsXPZ,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,63,0.763,0.489
69,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,11p2E654TTU8e0nZWBR4AL,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,92,0.646,0.668
70,59xD5osEFsaNt5PXfIKUnX,Illusion,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,87,0.677,0.763
71,3yAP1AKORlEgS8JFjUDbLK,Dör För Dig - Acoustic,C.Gambino,6eWjyO1r0QlvsIuIIcgGxI,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,43,0.586,0.308
72,7leW1Dmvs9A4oDh9i5Qwpz,These Words,Badger,4mnrcwjD8rgFeOzvXmkcw3,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,83,0.595,0.989
73,5L8C1PZGCpZf8STcN79H5j,Unforgettable,Marcus & Martinus,3N4FiTxpPQRsrihmTMN349,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,75,0.602,0.851
74,7wLShogStyDeZvL0a6daN5,TEXAS HOLD 'EM,Beyoncé,6vWDO969PvNqNYHIOW5v0m,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,89,0.727,0.711
75,0LMwmV37RCmBO2so0szAFs,Whatever,Kygo,23fqKkggKUBHNkbKtXEls4,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,89,0.58,0.777
76,51eSHglvG1RJXtL3qI5trr,Slow It Down,Benson Boone,22wbnEMDvgVIAGdFeek6ET,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,82,0.432,0.583
77,7Gfzl9QQrLcwtKV0G7x5Hf,Misstag,Miss Li,04HqRx07Bv9gh7rsrMTqs7,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,67,0.75,0.74
78,2t50JAv32h9Z6WztBUJLcj,Electric,Darin,1rKFeRryEci6cxNkdvHzNr,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,43,0.752,0.88
79,0qhPSIycbhJBAWmRVEqanB,KAN JAG FRÅGA DIG?,Jireel,2EWsHDexsSInArfFkhA2i6,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,62,0.736,0.807
80,0irVirJrUjHFk3ywECVsGT,Kite,Benjamin Ingrosso,7jEEE187pVG6InOxn03oA5,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,69,0.73,0.804
81,3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,4j96cMcT8GRi11qbvo1cLQ,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,91,0.527,0.551
82,6Vbgg3C5Qo7olhjIIr1r4e,Låt Mig Va,Bolaget,55ZGFvikpNjQHvtTWS5aZF,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,68,0.565,0.714
83,09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,87,0.673,0.95
84,3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,5p9HO3XC5P3BLxJs5Mtrhm,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,98,0.689,0.454
85,0n2qnn5LOpxXNeTyj7YDYK,PERSON I NÖDEN,ADAAM,7zLm9op6LgPqKL62d1FzhO,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,67,0.543,0.685
86,2ArX0SzCSHXytmAg36BIev,UNGA & FRIA,FRÖKEN SNUSK,6RjsbK9T7d1UQD1PFEYYGt,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,66,0.613,0.755
87,17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,It's Hits Sweden,37i9dQZF1DWTMYgB8TqtmR,88,0.561,0.604
88,35ZcDw1vAEL1q8bjRfLIWx,Hypnotiserad,Oskar Linnros,3E8Mx37sikkaFoX5DRecLi,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,49,0.725,0.5
89,2MZjkieXlnbynYBBM6y0Uj,Forever,Loreen,49aaHxvAJ0tCh0F15OnwIl,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,59,0.5,0.907
90,1lxnQq2RI4UXqXXegmiiVY,Helluva life,Hov1,68dW5BU6sdVNf099EylxEt,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,57,0.442,0.75
91,7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),Post Malone,246dkjvS1zLTtiykXe5h60,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,86,0.638,0.855
92,2Yx3zbKVkim7W19MWm06Up,EN GÅNG TILL,Hooja,054fVwphDX8QB8Pm7IjRcL,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,53,0.649,0.617
93,4Mc0gNriyRRS1GpenqF2TL,Underbart,Newkid,5wXRHaEx8AvtUv0gyZHGf6,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,49,0.558,0.726
94,2LNFFF6bEUIcHgXnQE8qVK,Deeply Still In Love,ROLE MODEL,1dy5WNgIKQU6ezkpZs4y8z,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,60,0.421,0.882
95,1jJyGz6YQ4DxpuJOLtMpzd,Misstro,Molly Hammar,4mh3iy6yf2oZYSiy2fdccM,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,48,0.436,0.536
96,47GvCAzCg2eqc65kNl7KY8,Sympati,Shiro,2r9JAY6ISvp0VvZsT6cBJo,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,47,0.54,0.554
97,4ENjopIjOD5PKPb52NKNKo,Hero,David Kushner,33NVpKoXjItPwUJTMZIOiY,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,61,0.4,0.335
98,2kWNyEz9kIN6SDZwW2TbXU,Love You Better,Killen.,0faVSLrVTvEXkpSVBUQ3Wt,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,46,0.74,0.655
99,6G53gri09h5KXRegSCcWy9,HE KNOWS (feat. Lil Nas X),Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,68,0.739,0.682
100,1fpbRrVuyJSuLK9vHp87Ax,Blod svett & tårar,Simon Superti,6NEj7qdWpQXSeiST36X7ES,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,39,0.573,0.603
101,3tUwmCcdunuXKwHu8u2aBn,BOA,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,68,0.896,0.74
102,5JqTe36RFGJ1wdYBma0cZ7,Mountains,Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,59,0.613,0.869
103,4I1cbxHQdui27mPGHPXXMO,Couldn't Care Less (feat. Gia Koka),ALTÉGO,2f1gRV8q7Wua3x7dkoWrbS,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,55,0.732,0.967
104,78IgWqUnswiKKwxnr4jbWI,jag mår inte bra </3,BELL,2MnEe6M7ibhg3RAG0Ydtp4,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,37,0.664,0.817
105,0XGSeTAcfOJa3WfVPAzX8H,If U Like Me - Edit,DJ Seinfeld,37YzpfBeFju8QRZ3g0Ha1Q,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,47,0.663,0.859
106,0c09sEPojO7KTkjGy0gZ23,Sangenjaya 3am,Hov1,68dW5BU6sdVNf099EylxEt,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,52,0.676,0.832
107,0n4nfjCluBECewuD3Z4Agq,Gimmie A Light,Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,68,0.805,0.788
108,2oui1x8hu3GY3FQDxFADbe,Trasiga Skor,Dani M,5ILMkt5lW4KAyTXMNYWaGF,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,45,0.78,0.603
109,7MYLHLCf0YWR4TVs3owDny,Fire - Official UEFA EURO 2024 Song,MEDUZA,0xRXCcSX89eobfrshSVdyu,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,66,0.538,0.82
110,4TRR5t5l0MJSqNJSeaOEXn,Hypnotize,Alesso,4AVFqumd2ogHFlRbKIjp1t,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,52,0.71,0.96
111,7JxexWxny7yJ3slTLmWz2U,360,Charli XCX,25uiPmTg16RbhZWAqwLBy5,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,71,0.857,0.62
112,2l8XWsOestNZcFsJSneX7G,BMW,CashFlow,5euM8vD0PtLqD65z7yLaav,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,43,0.811,0.534
113,4NuS3N2ip2WkR74a3fr3K6,Ways To Go (feat. Khalid),Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,59,0.652,0.621
114,0lodDVuFT4RB03q30x8KfD,Comes And Goes,Victor Crone,6TlWqqdj65mppNUHZVkjaq,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,37,0.529,0.836
115,2g11HhWmh6h2EgnMK3WWSu,Volare,Delara,2PVHjhJWIKgb2yfBTmQerg,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,50,0.708,0.84
116,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,3bO19AOone0ubCsfDXDtYt,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,75,0.635,0.601
117,7M46Snnhde3fqO9RPI85ol,Rekord,VIOL,5mf2lROvATwH6apu0AZBmt,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,34,0.649,0.582
118,7ddVpLW467CLYffbPRQNmH,Take A Bite,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,70,0.537,0.631
119,37drBnXJEDVWIZqvHctE03,Trails,Mike Perry,6lB8vOoI4DRrrVxXwuV19c,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,45,0.531,0.756
120,4ynUBFDGQfNNCAuX43XlzN,be okay,The High,5mKNjpx3SmjNqtxQTmuo9Z,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,32,0.685,0.879
121,3gF4L7lzTpjINl1NPj2z6g,"Moonlight, Are You Listening Now?",SI EVOL,524Xl2s6Uw1LnRmdJwQ9S2,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,28,0.769,0.221
122,0Wz5dUk7mkYv57W81E5T7u,No Shade at Pitti,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,64,0.53,0.91
123,0IFC5nbZ69OQiH8YFwTgTe,Solen Har Fläckar,Sebastian Stakset,46kV0QPO6PgUjtP69hvbfI,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,40,0.547,0.715
124,6TRVOa4l8uYvc7oPkXk3W5,Look At My Body Pt. II (Feat. Shygirl),Mabel,1MIVXf74SZHmTIp4V4paH4,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,52,0.7,0.714
125,5ta2MjHDnZ8OEYKqD9XaUM,Soffa från IKEA,Ringnes-Ronny,4TNb6OInXahdseLnzAY1eL,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,38,0.297,0.876
126,65M5rwETpwZenkeSyCBgjI,Without Calling,NOEL,15JdzpiJMd44n9p7TbFI9p,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,36,0.599,0.378
127,2DXavoWAmIHlrECHPM1Vca,Lose My Breath,Stray Kids,2dIgFjalVxs4ThymZ67YCE,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,54,0.818,0.707
128,3qz7yN7gff4ehIkAOet7wB,Hero,Westerlund,2E2I4XqkMhd2eoJv7ExGlO,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,42,0.54,0.844
129,3enBMRAdnjgyZldIIAjhlO,Hej du,Hov1,68dW5BU6sdVNf099EylxEt,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,54,0.587,0.699
130,237t7ZswmEnZChpNZ0zscx,TONIGHT (Bad Boys: Ride Or Die) (feat. Becky G),Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,58,0.795,0.694
131,65UAJffAS7gUxrqYBIqrU2,Wow! Wow! Wow!,Royal Republic,0DbbnkFMhhDvinDYIiHhGS,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,44,0.621,0.905
132,5v6XZ6a5iT9jKXoKUlGDip,Free Falling,Club 8,0bDw4crr1aysTpUTjI3Wqx,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,28,0.368,0.801
133,3c5rvZtI9Wtb34OteppZ6k,Fly Away,Twelve,5WwVhFK3J7CWQn30hZ8GPb,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,37,0.461,0.92
134,0MEKMPpviMgGWIZs52KkIj,Stockholm,PERZZONA,4WId87hZzznRDnqwQQLyeC,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,34,0.797,0.923
135,70H0AMIuTm0brh3hznKvFu,Without You,Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,New Music Friday Sweden,37i9dQZF1DXcecv7ESbOPu,54,0.619,0.63
